date,broker,buy_volume,sell_volume,buy_vwap,sell_vwap,start_balance,end_balance,efficiency_score,short_interest,profile
2025-06-18,JP Morgan Canada,22162,10737,0.1865,0.1763,2605121,2566000,0.73,10785,Retail
2025-06-18,Morgan Stanley Canada,33012,26678,0.157,0.2236,2260772,2281244,0.72,16819,Institutional
2025-06-18,Merrill Lynch Canada,18288,2412,0.1865,0.1774,6849724,6933288,0.77,12128,HNW
2025-06-18,Interactive Brokers Canada,44194,44421,0.1643,0.1743,5885690,5835575,0.82,1619,Institutional
2025-06-19,RBC Capital Markets,38511,22833,0.2333,0.2046,1077922,991971,0.88,6158,Institutional
2025-06-19,CIBC World Markets,38932,16818,0.2423,0.1797,9356062,9258300,0.8,18926,Retail + Institutional
2025-06-19,TD Securities,12545,16857,0.1908,0.1737,9911287,9900460,0.81,3269,Retail + Institutional
2025-06-19,BMO Nesbitt Burns,2399,12928,0.245,0.2138,8773389,8747004,0.88,8592,HNW
2025-06-19,Scotia Capital,45886,28612,0.2154,0.1872,2313021,2401692,0.73,5624,Institutional
2025-06-19,National Bank Financial,49507,7438,0.1836,0.1949,6723049,6670708,0.82,16973,Institutional
2025-06-19,Canaccord Genuity,33696,28075,0.1959,0.2322,7278145,7276044,0.76,3695,HNW
2025-06-19,Raymond James,11264,48094,0.1588,0.2267,7998012,8026766,1.0,17021,HNW
2025-06-19,Desjardins Securities,21128,25453,0.223,0.1941,4866381,4881402,0.9,9479,Retail
2025-06-19,Laurentian Bank,46126,44470,0.2162,0.1657,3503320,3523461,0.86,8039,HNW
2025-06-19,HSBC Securities,49124,27702,0.182,0.2058,6172941,6107906,0.98,4830,Institutional
2025-06-19,GMP Securities,21766,46537,0.1651,0.1998,7479543,7384902,0.9,9752,HNW
2025-06-19,Credential Securities,38389,35415,0.1928,0.2462,5213941,5302063,0.97,19375,HNW
2025-06-19,PI Financial,31041,5078,0.2355,0.1693,1820651,1838808,0.86,1584,Retail
2025-06-19,Industrial Alliance,33840,20522,0.2302,0.2403,3503068,3540278,0.9,9535,Institutional
2025-06-19,Edward Jones,5578,7877,0.2278,0.2184,6539472,6556277,0.83,14717,Institutional
2025-06-19,UBS Securities,14398,16953,0.2272,0.2415,9002695,9005630,0.9,18440,Retail + Institutional
2025-06-19,Goldman Sachs Canada,44710,30121,0.1893,0.2353,2415753,2385050,0.88,9653,Retail + Institutional
2025-06-19,JP Morgan Canada,26163,11094,0.1577,0.2206,8135559,8158885,0.76,6771,Institutional
2025-06-19,Morgan Stanley Canada,36709,34156,0.152,0.2192,3159090,3245973,0.82,18554,Retail
2025-06-19,Merrill Lynch Canada,46471,33858,0.2449,0.2463,2488535,2507232,0.81,4563,HNW
2025-06-19,Interactive Brokers Canada,38543,13447,0.2294,0.2148,1009417,968147,0.98,1195,HNW
2025-06-20,RBC Capital Markets,12280,38437,0.2427,0.2102,9723802,9639978,0.7,7253,Retail + Institutional
2025-06-20,CIBC World Markets,30374,7511,0.1723,0.2191,1051695,1126786,0.86,4572,HNW
2025-06-20,TD Securities,36525,13754,0.1806,0.2152,9255313,9259344,0.91,11756,Retail
2025-06-20,BMO Nesbitt Burns,34515,8503,0.2155,0.237,7207218,7158360,0.74,11363,HNW
2025-06-20,Scotia Capital,14159,43960,0.2182,0.1808,2752680,2833318,0.85,2027,HNW
2025-06-20,National Bank Financial,41068,12333,0.1934,0.2342,2164295,2191106,0.89,7837,HNW
2025-06-20,Canaccord Genuity,48316,40198,0.1697,0.2067,9210056,9240445,0.9,12435,Retail + Institutional
2025-06-20,Raymond James,17724,8391,0.2095,0.2163,3886759,3979493,0.86,10334,Retail + Institutional
2025-06-20,Desjardins Securities,22925,40967,0.1862,0.2275,9318638,9361418,0.78,9538,Retail + Institutional
2025-06-20,Laurentian Bank,45835,36951,0.2223,0.2038,3259946,3181284,0.83,16042,Institutional
2025-06-20,HSBC Securities,17837,6979,0.17,0.2229,6145450,6182471,0.72,7607,HNW
2025-06-20,GMP Securities,22247,24830,0.1744,0.1509,6808167,6711301,0.81,6916,Institutional
2025-06-20,Credential Securities,28220,38286,0.2385,0.2435,2550836,2532831,0.96,6113,Retail + Institutional
2025-06-20,PI Financial,30775,42437,0.2083,0.1572,6607736,6637607,0.84,13210,HNW
2025-06-20,Industrial Alliance,16840,10015,0.202,0.1895,8184327,8145944,0.78,2161,HNW
2025-06-20,Edward Jones,21180,39391,0.2036,0.2447,1765145,1755873,0.74,16129,Retail
2025-06-20,UBS Securities,14689,39728,0.2226,0.1619,1281476,1223611,0.95,6416,Institutional
2025-06-20,Goldman Sachs Canada,16925,35133,0.1754,0.161,7109071,7089742,0.87,9536,Retail
2025-06-20,JP Morgan Canada,18446,49524,0.1617,0.2327,8280258,8230382,0.7,8979,Retail + Institutional
2025-06-20,Morgan Stanley Canada,44137,35556,0.2381,0.2444,5400735,5462216,0.75,11521,HNW
2025-06-20,Merrill Lynch Canada,5578,33037,0.1623,0.2371,5084495,5033633,0.92,6179,HNW
2025-06-20,Interactive Brokers Canada,13840,18928,0.2287,0.2179,9417882,9437511,0.78,10686,HNW
2025-06-23,RBC Capital Markets,28449,24596,0.2194,0.2332,5326734,5343578,0.77,13849,HNW
2025-06-23,CIBC World Markets,12774,26172,0.2245,0.1805,8016115,7943595,0.78,13575,Retail
2025-06-23,TD Securities,24926,30900,0.209,0.1641,8919129,8933994,0.81,4373,HNW
2025-06-23,BMO Nesbitt Burns,27971,24194,0.1775,0.1665,2428210,2480488,0.85,16801,HNW
2025-06-23,Scotia Capital,34294,3521,0.1896,0.158,8297659,8229923,0.71,15176,Retail
2025-06-23,National Bank Financial,22447,17760,0.2403,0.218,7914916,7887076,0.79,16294,HNW
2025-06-23,Canaccord Genuity,25994,39263,0.1983,0.208,1906238,1913858,0.74,17602,Retail
2025-06-23,Raymond James,21947,27973,0.2149,0.1973,2309392,2395942,0.97,7827,Retail + Institutional
2025-06-23,Desjardins Securities,17758,45106,0.1791,0.1987,9714472,9763142,0.7,9611,Retail
2025-06-23,Laurentian Bank,44738,7534,0.2194,0.2316,3164384,3224692,0.87,3065,Retail + Institutional
2025-06-23,HSBC Securities,24663,42057,0.2187,0.2242,8920234,8888547,0.85,15316,Retail + Institutional
2025-06-23,GMP Securities,14240,6021,0.1812,0.1928,1931416,1894615,0.73,6536,Retail + Institutional
2025-06-23,Credential Securities,37527,14276,0.205,0.1734,8116781,8083072,0.71,3784,Retail + Institutional
2025-06-23,PI Financial,31558,1101,0.203,0.2347,7803561,7829494,0.71,14898,Retail
2025-06-23,Industrial Alliance,24620,44619,0.2331,0.1572,6644861,6625189,0.91,2817,Institutional
2025-06-23,Edward Jones,4182,11948,0.2135,0.1767,6595048,6512536,0.97,16363,Institutional
2025-06-23,UBS Securities,16807,13400,0.2224,0.24,1281368,1215631,0.87,9426,HNW
2025-06-23,Goldman Sachs Canada,11832,1585,0.2435,0.2223,2124590,2187534,0.76,6938,Retail
2025-06-23,JP Morgan Canada,49752,18975,0.2162,0.2358,7924464,8024271,0.86,8137,Retail + Institutional
2025-06-23,Morgan Stanley Canada,25335,16688,0.2003,0.1538,9788056,9875672,0.76,13635,Retail + Institutional
2025-06-23,Merrill Lynch Canada,38556,40089,0.2213,0.2456,3880120,3893265,0.93,16515,Institutional
2025-06-23,Interactive Brokers Canada,46172,20128,0.1733,0.1932,3630790,3582735,0.8,19039,Retail
2025-06-24,RBC Capital Markets,25230,27472,0.1854,0.2487,9172919,9269966,0.97,2794,Retail
2025-06-24,CIBC World Markets,41264,14000,0.201,0.2373,8738014,8807341,0.73,15295,Retail
2025-06-24,TD Securities,37679,41685,0.2478,0.2229,3797301,3825302,0.98,17861,Retail + Institutional
2025-06-24,BMO Nesbitt Burns,18614,2709,0.2343,0.1953,6469944,6417733,0.87,7922,HNW
2025-06-24,Scotia Capital,46715,44865,0.2039,0.2478,4184957,4130891,0.96,19916,Retail
2025-06-24,National Bank Financial,26823,38914,0.1638,0.1849,7550686,7600437,0.82,15974,HNW
2025-06-24,Canaccord Genuity,39216,46004,0.241,0.1615,5008576,4975510,0.93,15584,Retail + Institutional
2025-06-24,Raymond James,40583,36173,0.1861,0.177,2815581,2844703,0.78,2729,Retail + Institutional
2025-06-24,Desjardins Securities,15084,44460,0.2263,0.158,3749539,3808478,0.81,9484,Retail + Institutional
2025-06-24,Laurentian Bank,25541,44634,0.1718,0.1754,8287483,8256239,0.83,10028,Institutional
2025-06-24,HSBC Securities,20092,45267,0.1663,0.1765,6249575,6223146,0.74,9574,HNW
2025-06-24,GMP Securities,44307,47785,0.1812,0.2468,1351358,1383316,0.77,9656,HNW
2025-06-24,Credential Securities,20989,36436,0.1781,0.1704,5066028,5091243,0.81,13514,Retail
2025-06-24,PI Financial,36417,8069,0.2409,0.1754,7134596,7220259,0.85,8145,Institutional
2025-06-24,Industrial Alliance,19924,49939,0.1602,0.2189,4399862,4379828,0.77,13185,HNW
2025-06-24,Edward Jones,20336,12228,0.1994,0.2092,1641901,1689398,1.0,14942,Retail
2025-06-24,UBS Securities,39007,10957,0.1554,0.17,1249442,1345977,0.83,4408,Institutional
2025-06-24,Goldman Sachs Canada,4640,23260,0.228,0.2254,6450210,6453142,0.93,6389,Retail + Institutional
2025-06-24,JP Morgan Canada,47100,5809,0.22,0.1606,3060003,3033521,0.97,15759,Retail + Institutional
2025-06-24,Morgan Stanley Canada,21460,24872,0.1722,0.2086,4433632,4423195,0.77,19499,Retail + Institutional
2025-06-24,Merrill Lynch Canada,21135,33970,0.203,0.1958,8844416,8871877,0.74,4694,Institutional
2025-06-24,Interactive Brokers Canada,14692,25792,0.2257,0.2468,1946800,1990736,0.85,12656,Retail + Institutional
2025-06-25,RBC Capital Markets,35574,29001,0.2117,0.1796,1560573,1468997,0.85,2364,Retail + Institutional
2025-06-25,CIBC World Markets,11999,19926,0.1679,0.2325,7788542,7839981,0.75,10057,Retail + Institutional
2025-06-25,TD Securities,47298,40412,0.1772,0.2098,9328608,9283942,0.87,2844,Retail + Institutional
2025-06-25,BMO Nesbitt Burns,41938,48413,0.2224,0.2263,6506685,6435449,0.89,3415,HNW
2025-06-25,Scotia Capital,14304,40127,0.2328,0.2022,1375083,1348534,0.79,1236,Retail + Institutional
2025-06-25,National Bank Financial,13903,13122,0.1732,0.2315,4384619,4393926,0.83,2237,HNW
2025-06-25,Canaccord Genuity,2199,29672,0.1578,0.2192,6922174,7018559,0.86,8925,Institutional
2025-06-25,Raymond James,22316,41585,0.1603,0.1768,9896721,9887698,0.84,19363,Retail
2025-06-25,Desjardins Securities,40545,43790,0.1593,0.2127,5938075,5898734,0.76,18194,Institutional
2025-06-25,Laurentian Bank,27339,35991,0.1561,0.1639,8823109,8811509,0.82,15614,Retail + Institutional
2025-06-25,HSBC Securities,33260,25629,0.1691,0.1959,4276233,4257222,0.94,14701,Retail + Institutional
2025-06-25,GMP Securities,4202,41439,0.1708,0.2447,2524479,2458719,0.76,17039,HNW
2025-06-25,Credential Securities,39127,28247,0.174,0.1626,1952496,2039391,0.98,10746,Retail + Institutional
2025-06-25,PI Financial,15973,16127,0.1947,0.2397,5686935,5622403,0.83,2216,Institutional
2025-06-25,Industrial Alliance,46682,1437,0.1513,0.1756,2710156,2683098,0.75,3128,HNW
2025-06-25,Edward Jones,27697,37331,0.2393,0.1629,2062446,1989008,0.74,14216,Retail + Institutional
2025-06-25,UBS Securities,34474,28717,0.1871,0.2404,1609105,1683032,0.97,6545,Institutional
2025-06-25,Goldman Sachs Canada,25772,43291,0.1641,0.1968,6993247,6907326,1.0,8080,HNW
2025-06-25,JP Morgan Canada,31567,45560,0.1687,0.1623,9980710,9899658,0.98,13488,Institutional
2025-06-25,Morgan Stanley Canada,11777,2430,0.1894,0.227,6361216,6263208,0.99,13264,Retail + Institutional
2025-06-25,Merrill Lynch Canada,15832,17875,0.1522,0.1884,3339272,3437725,0.74,16311,Institutional
2025-06-25,Interactive Brokers Canada,5182,14462,0.2052,0.2257,2267684,2179938,0.81,19167,Retail
2025-06-26,RBC Capital Markets,43150,20429,0.1535,0.2385,6497356,6465297,0.99,6871,Retail
2025-06-26,CIBC World Markets,36834,31422,0.1913,0.1567,7505147,7462796,0.72,7019,HNW
2025-06-26,TD Securities,10412,34542,0.2038,0.1965,2560720,2501827,0.99,8438,HNW
2025-06-26,BMO Nesbitt Burns,41874,20190,0.2362,0.2446,2566515,2538435,0.71,13359,HNW
2025-06-26,Scotia Capital,18482,49792,0.234,0.2113,2759025,2807833,0.94,10565,Retail + Institutional
2025-06-26,National Bank Financial,32315,15652,0.1534,0.1946,6638337,6687780,0.83,6018,Institutional
2025-06-26,Canaccord Genuity,6007,4842,0.1671,0.1719,9400315,9445671,0.74,1387,Institutional
2025-06-26,Raymond James,34969,26788,0.1633,0.2188,1227607,1264641,0.9,4379,Retail + Institutional
2025-06-26,Desjardins Securities,3901,22650,0.2113,0.2087,1695502,1600296,0.98,6799,Retail + Institutional
2025-06-26,Laurentian Bank,39590,11954,0.1522,0.1919,8820429,8759464,0.93,14204,Institutional
2025-06-26,HSBC Securities,42757,21906,0.1596,0.2078,4958743,5027789,0.92,4477,HNW
2025-06-26,GMP Securities,19060,10226,0.1909,0.1893,3269466,3235070,0.83,15167,Retail
2025-06-26,Credential Securities,48790,19398,0.2151,0.182,1990537,2014178,0.95,11950,Institutional
2025-06-26,PI Financial,11678,26756,0.2226,0.171,1158472,1212474,0.89,5014,Retail + Institutional
2025-06-26,Industrial Alliance,47172,3845,0.1791,0.2094,5715265,5702656,0.9,4001,Retail
2025-06-26,Edward Jones,28033,48937,0.2059,0.22,8017693,7930625,0.81,6060,Institutional
2025-06-26,UBS Securities,41211,11946,0.191,0.2292,9172943,9207289,0.89,16317,Retail
2025-06-26,Goldman Sachs Canada,23426,44686,0.1949,0.2493,1647399,1695354,0.85,12047,Institutional
2025-06-26,JP Morgan Canada,44475,24919,0.2382,0.2251,8654471,8690983,0.78,7312,Retail
2025-06-26,Morgan Stanley Canada,30036,39162,0.1772,0.1827,7147787,7226093,0.97,2416,Institutional
2025-06-26,Merrill Lynch Canada,23200,5023,0.1673,0.1863,8993031,8928899,0.97,16491,Institutional
2025-06-26,Interactive Brokers Canada,42047,8773,0.1872,0.2117,8490538,8543571,0.95,9856,Retail + Institutional
2025-06-27,RBC Capital Markets,30668,11230,0.1693,0.239,3640901,3607287,1.0,16710,Retail + Institutional
2025-06-27,CIBC World Markets,11307,37315,0.1635,0.2246,8721947,8760409,0.91,1667,HNW
2025-06-27,TD Securities,46692,46286,0.2109,0.175,7404812,7405426,0.85,2991,HNW
2025-06-27,BMO Nesbitt Burns,29047,35534,0.1695,0.1698,9747470,9813420,0.99,1178,Institutional
2025-06-27,Scotia Capital,37530,17676,0.1626,0.1725,6125728,6210724,0.89,16011,Institutional
2025-06-27,National Bank Financial,28989,8173,0.1942,0.1905,5283487,5305322,0.94,3772,HNW
2025-06-27,Canaccord Genuity,49578,40492,0.1754,0.2042,1614204,1654471,0.77,18038,Institutional
2025-06-27,Raymond James,35964,38350,0.2063,0.1904,1460899,1445465,0.79,16882,Retail
2025-06-27,Desjardins Securities,18441,30214,0.2014,0.2295,8259971,8218437,0.85,6405,Institutional
2025-06-27,Laurentian Bank,38997,3453,0.189,0.1764,2818390,2786769,0.72,3007,Institutional
2025-06-27,HSBC Securities,38453,28318,0.1554,0.1706,5084743,5118497,0.92,9928,Institutional
2025-06-27,GMP Securities,24889,35705,0.2026,0.1983,3066326,3023571,0.93,4769,Retail
2025-06-27,Credential Securities,24198,39129,0.1564,0.1538,9260884,9280426,0.79,11078,Retail + Institutional
2025-06-27,PI Financial,32195,38676,0.2388,0.2431,3084410,3021491,0.8,9981,HNW
2025-06-27,Industrial Alliance,10552,28037,0.2394,0.2418,2863397,2801207,0.74,5795,HNW
2025-06-27,Edward Jones,24840,27782,0.159,0.2472,2143005,2186569,0.86,4017,Institutional
2025-06-27,UBS Securities,9142,27743,0.159,0.1677,5925451,5908278,0.86,2264,Retail + Institutional
2025-06-27,Goldman Sachs Canada,13786,35130,0.1561,0.1876,6147105,6245201,0.96,1170,HNW
2025-06-27,JP Morgan Canada,38782,41517,0.2043,0.1642,7539686,7635312,0.88,3250,HNW
2025-06-27,Morgan Stanley Canada,40377,25607,0.2127,0.2045,9442088,9503389,1.0,1661,Institutional
2025-06-27,Merrill Lynch Canada,19233,7764,0.2197,0.2403,2706685,2692532,0.99,18962,Retail
2025-06-27,Interactive Brokers Canada,19943,2196,0.1971,0.1523,1076430,1057569,0.7,16522,HNW
2025-06-30,RBC Capital Markets,17907,3079,0.1811,0.1834,6266023,6337409,0.72,9432,Retail + Institutional
2025-06-30,CIBC World Markets,49530,7522,0.2024,0.1653,6809246,6736879,0.81,5454,HNW
2025-06-30,TD Securities,46174,46869,0.2419,0.1943,8266538,8193798,0.98,8817,Institutional
2025-06-30,BMO Nesbitt Burns,46563,26044,0.2259,0.175,2269962,2191035,0.88,11607,Retail + Institutional
2025-06-30,Scotia Capital,32774,8729,0.2127,0.1871,4212039,4197105,0.93,3806,Retail + Institutional
2025-06-30,National Bank Financial,34874,13276,0.1686,0.1842,5795525,5816822,0.87,7758,Retail + Institutional
2025-06-30,Canaccord Genuity,40903,43050,0.2121,0.1619,8041518,8119749,0.95,12031,HNW
2025-06-30,Raymond James,18456,5394,0.1572,0.2019,2418017,2333867,0.87,2935,HNW
2025-06-30,Desjardins Securities,9290,6713,0.152,0.154,3672128,3755669,0.91,17393,HNW
2025-06-30,Laurentian Bank,43579,34707,0.1739,0.1694,5311568,5346288,0.81,18627,Retail + Institutional
2025-06-30,HSBC Securities,17647,33850,0.2489,0.1539,5972491,5925500,0.73,2711,HNW
2025-06-30,GMP Securities,46126,13809,0.2296,0.2082,9695722,9754122,0.87,19678,Retail
2025-06-30,Credential Securities,45001,38023,0.2491,0.1757,2978143,2957655,0.74,10633,Institutional
2025-06-30,PI Financial,18409,19557,0.2031,0.2194,3880685,3808306,0.75,17381,Retail
2025-06-30,Industrial Alliance,46336,28081,0.2147,0.1803,9146198,9219656,0.91,4700,Retail + Institutional
2025-06-30,Edward Jones,5604,21624,0.1766,0.1605,1122842,1068019,0.86,10057,Institutional
2025-06-30,UBS Securities,30782,43312,0.2377,0.1666,4292929,4286603,0.78,15785,Institutional
2025-06-30,Goldman Sachs Canada,24980,1796,0.2494,0.1963,3548606,3460491,0.93,7266,HNW
2025-06-30,JP Morgan Canada,40164,6293,0.1678,0.166,6909897,6968573,0.75,19036,Institutional
2025-06-30,Morgan Stanley Canada,33474,41190,0.1939,0.184,2671405,2759045,0.93,7198,Retail
2025-06-30,Merrill Lynch Canada,31958,11127,0.2144,0.1956,7410475,7464933,0.81,8031,HNW
2025-06-30,Interactive Brokers Canada,16800,42978,0.1768,0.2339,4733927,4764636,0.71,16634,HNW
2025-07-01,RBC Capital Markets,16214,33080,0.1677,0.1795,6678613,6687333,0.81,18942,Retail + Institutional
2025-07-01,CIBC World Markets,34918,12688,0.212,0.1851,2730642,2653398,0.82,10967,HNW
2025-07-01,TD Securities,49755,4312,0.2236,0.1797,4741659,4799948,0.89,7021,Retail
2025-07-01,BMO Nesbitt Burns,33784,35081,0.1802,0.2,1904875,1985423,0.75,11803,HNW
2025-07-01,Scotia Capital,41949,12295,0.1869,0.1527,4266848,4313171,0.88,15263,HNW
2025-07-01,National Bank Financial,6589,13172,0.2112,0.1783,9338938,9426072,0.96,18432,Institutional
2025-07-01,Canaccord Genuity,11724,12562,0.2033,0.2461,4755770,4845551,0.97,11150,Retail + Institutional
2025-07-01,Raymond James,36194,12935,0.2239,0.2409,1457222,1402568,0.93,8619,HNW
2025-07-01,Desjardins Securities,41452,32039,0.1665,0.1841,9550976,9587129,0.82,18213,HNW
2025-07-01,Laurentian Bank,18358,18417,0.197,0.2028,9673176,9605349,0.87,4570,Institutional
2025-07-01,HSBC Securities,31853,20475,0.2068,0.1898,2750915,2790522,0.81,7757,Retail
2025-07-01,GMP Securities,11905,1895,0.207,0.202,2190958,2132959,0.93,2615,Institutional
2025-07-01,Credential Securities,17195,35369,0.1756,0.2002,4342587,4243765,0.91,7832,Institutional
2025-07-01,PI Financial,27014,48465,0.1742,0.2425,7824499,7839069,0.81,10923,Retail + Institutional
2025-07-01,Industrial Alliance,5883,24852,0.2194,0.1956,5514356,5554580,0.79,6639,HNW
2025-07-01,Edward Jones,46813,21699,0.1602,0.2276,4069291,4043767,0.77,9359,HNW
2025-07-01,UBS Securities,33702,3085,0.1911,0.2335,6404289,6455913,0.82,4468,Institutional
2025-07-01,Goldman Sachs Canada,17868,20069,0.1975,0.2426,5211871,5123768,0.89,14300,Retail
2025-07-01,JP Morgan Canada,13207,37793,0.1561,0.1731,5834391,5891324,0.73,5884,Retail
2025-07-01,Morgan Stanley Canada,32154,18537,0.1544,0.1833,9282785,9202221,0.93,17731,Institutional
2025-07-01,Merrill Lynch Canada,49147,4268,0.2145,0.1832,8901723,8834304,0.91,6909,Institutional
2025-07-01,Interactive Brokers Canada,38641,49219,0.2011,0.1767,5557120,5469153,0.79,18395,Institutional
2025-07-02,RBC Capital Markets,27349,46875,0.2425,0.2238,8215532,8269185,0.89,13515,HNW
2025-07-02,CIBC World Markets,18225,35062,0.1892,0.1822,8025612,7927847,0.75,9101,Retail + Institutional
2025-07-02,TD Securities,39908,25659,0.2409,0.2115,4730647,4725349,0.91,9375,Retail + Institutional
2025-07-02,BMO Nesbitt Burns,37811,38062,0.2226,0.2484,5650596,5695359,0.96,12014,Institutional
2025-07-02,Scotia Capital,42482,17522,0.1752,0.2073,5827067,5814851,0.82,16767,HNW
2025-07-02,National Bank Financial,13936,38655,0.1502,0.2401,1607691,1556529,0.77,12492,Retail
2025-07-02,Canaccord Genuity,22326,24439,0.1701,0.2477,7446750,7523058,0.99,10383,Retail
2025-07-02,Raymond James,44076,7635,0.1554,0.2436,5006898,4924790,0.82,17867,Retail
2025-07-02,Desjardins Securities,15566,26418,0.1848,0.2369,6744713,6719433,0.94,9182,HNW
2025-07-02,Laurentian Bank,1308,5113,0.157,0.2345,9629791,9598730,0.8,5267,Retail + Institutional
2025-07-02,HSBC Securities,19093,16916,0.2225,0.2346,9334925,9423312,0.96,14151,Retail + Institutional
2025-07-02,GMP Securities,34755,33668,0.2316,0.2386,9411510,9319464,0.89,11592,HNW
2025-07-02,Credential Securities,11442,25172,0.2404,0.1573,2193404,2166810,0.97,7660,HNW
2025-07-02,PI Financial,5909,13027,0.2259,0.23,1361846,1366768,0.91,1584,HNW
2025-07-02,Industrial Alliance,15717,42392,0.1919,0.1823,5913100,5919861,0.99,19275,Institutional
2025-07-02,Edward Jones,47302,1775,0.2431,0.1643,4119438,4127882,0.71,15705,Retail
2025-07-02,UBS Securities,15520,43764,0.1885,0.2095,9911244,9868628,0.9,10859,Institutional
2025-07-02,Goldman Sachs Canada,3163,33257,0.1838,0.1974,9681561,9607730,0.99,6158,Retail + Institutional
2025-07-02,JP Morgan Canada,41708,6501,0.2256,0.1547,5264319,5231304,0.99,10279,Retail + Institutional
2025-07-02,Morgan Stanley Canada,24825,9072,0.1866,0.2441,9798245,9778766,0.75,12198,Retail
2025-07-02,Merrill Lynch Canada,41258,3622,0.1839,0.2076,6247519,6237624,0.7,11241,Institutional
2025-07-02,Interactive Brokers Canada,48001,19329,0.2358,0.2293,2327178,2359241,1.0,5463,Retail + Institutional
2025-07-03,RBC Capital Markets,29623,14372,0.1672,0.1752,3375859,3447247,0.92,18796,Retail
2025-07-03,CIBC World Markets,14012,30669,0.2169,0.1909,1319542,1288605,0.88,19794,Institutional
2025-07-03,TD Securities,8110,28117,0.1916,0.2279,9966927,9984377,0.79,17705,Institutional
2025-07-03,BMO Nesbitt Burns,28044,7147,0.1823,0.191,5397041,5393414,0.95,15350,Retail + Institutional
2025-07-03,Scotia Capital,44135,13737,0.2036,0.2133,1725468,1704637,0.83,4907,HNW
2025-07-03,National Bank Financial,40612,16443,0.213,0.2047,9786634,9830930,0.74,2158,HNW
2025-07-03,Canaccord Genuity,25401,21293,0.1909,0.2004,6410306,6371021,0.93,8347,Institutional
2025-07-03,Raymond James,10902,24410,0.2398,0.2425,4004552,3962138,0.71,5392,Retail
2025-07-03,Desjardins Securities,17386,9514,0.1901,0.2074,1616300,1607071,0.84,18667,Institutional
2025-07-03,Laurentian Bank,35956,22201,0.1883,0.2234,8486808,8552680,0.86,3561,Retail
2025-07-03,HSBC Securities,30679,15703,0.2002,0.2252,9231926,9243526,0.78,7821,Institutional
2025-07-03,GMP Securities,5679,34548,0.1864,0.1842,4549755,4534922,0.79,6645,Retail
2025-07-03,Credential Securities,28807,35428,0.2209,0.19,2075383,2156872,0.77,19769,Institutional
2025-07-03,PI Financial,47566,17087,0.2494,0.2483,9075276,8987918,0.92,6450,Institutional
2025-07-03,Industrial Alliance,17309,3309,0.1895,0.1935,3705509,3653132,0.76,19847,Institutional
2025-07-03,Edward Jones,30687,28125,0.2014,0.2189,2819395,2768311,0.96,18870,Retail
2025-07-03,UBS Securities,46166,9940,0.1552,0.1611,7553086,7478034,0.9,18973,Institutional
2025-07-03,Goldman Sachs Canada,9521,24041,0.2299,0.2032,5935759,5909683,0.71,17813,Retail + Institutional
2025-07-03,JP Morgan Canada,34689,29219,0.1875,0.1857,9370860,9459906,0.71,7455,Institutional
2025-07-03,Morgan Stanley Canada,35497,23353,0.1513,0.1661,3743794,3750195,0.84,18049,HNW
2025-07-03,Merrill Lynch Canada,5347,3945,0.1993,0.1629,9533776,9566129,0.88,14390,Institutional
2025-07-03,Interactive Brokers Canada,42713,47647,0.2072,0.1937,1992671,2052616,0.75,16046,HNW
2025-07-04,RBC Capital Markets,44973,42319,0.1741,0.1729,9283072,9266617,0.91,7349,HNW
2025-07-04,CIBC World Markets,9968,33456,0.2426,0.2056,5635076,5617120,0.82,19471,Retail + Institutional
2025-07-04,TD Securities,31298,11889,0.2366,0.16,2906281,2992842,0.92,7829,Retail + Institutional
2025-07-04,BMO Nesbitt Burns,17367,39682,0.1885,0.1899,9373742,9378137,0.73,8943,Institutional
2025-07-04,Scotia Capital,39833,26992,0.2255,0.158,9621115,9660509,0.82,9695,Retail
2025-07-04,National Bank Financial,25676,42283,0.2031,0.1743,4637415,4663412,1.0,18654,Retail
2025-07-04,Canaccord Genuity,12687,13561,0.2402,0.2478,7821228,7743131,0.98,8038,HNW
2025-07-04,Raymond James,31225,15180,0.178,0.1555,8327067,8274458,0.76,13062,HNW
2025-07-04,Desjardins Securities,31540,43933,0.2172,0.174,6451720,6481972,0.95,15682,Retail
2025-07-04,Laurentian Bank,37162,8693,0.2459,0.1884,7598954,7681221,0.72,18950,HNW
2025-07-04,HSBC Securities,44078,23972,0.2335,0.1967,3391318,3401129,0.77,1705,Institutional
2025-07-04,GMP Securities,14551,20614,0.2099,0.197,7635890,7558980,0.74,12038,HNW
2025-07-04,Credential Securities,42307,7646,0.1574,0.186,7414023,7361247,0.97,1408,Retail
2025-07-04,PI Financial,33834,23556,0.2013,0.1502,2651782,2584899,0.84,3175,Institutional
2025-07-04,Industrial Alliance,34156,30862,0.2463,0.1533,3685086,3589517,0.84,15569,Institutional
2025-07-04,Edward Jones,21907,23894,0.1896,0.2372,3821008,3879990,0.85,14573,Retail + Institutional
2025-07-04,UBS Securities,43226,9500,0.2429,0.1859,2822022,2866630,0.89,6427,HNW
2025-07-04,Goldman Sachs Canada,40176,8822,0.2282,0.2292,7935364,8003355,0.78,4843,HNW
2025-07-04,JP Morgan Canada,27851,36224,0.1874,0.2166,2721196,2672587,0.96,19103,Retail + Institutional
2025-07-04,Morgan Stanley Canada,36863,3366,0.2316,0.192,4075719,4123809,0.98,8948,HNW
2025-07-04,Merrill Lynch Canada,2281,16888,0.195,0.184,7812974,7896589,0.95,3460,HNW
